GEO_COD,N_INDIV_RESIDENT_N_LER_ESCRV,N_IND_RESIDENT_ENSINCOMP_1BAS,N_IND_RESIDENT_ENSINCOMP_2BAS,N_IND_RESIDENT_ENSINCOMP_3BAS,N_IND_RESIDENT_ENSINCOMP_SEC,N_IND_RESIDENT_ENSINCOMP_POSEC,N_IND_RESIDENT_ENSINCOMP_SUP,YEAR,
11064000206,0,4,2,6,8,0,10,[1946 - 1960],0
11064000207,2,30,14,19,12,2,18,[1946 - 1960],0
11064000208,3,15,2,4,5,2,12,[1961 - 1995],1
11064000209,0,5,2,10,5,0,7,[1946 - 1960],0
11064000210,1,9,4,4,10,0,22,[1946 - 1960],0
11064000301,0,3,5,5,3,0,9,[1946 - 1960],0
11064000302,1,3,2,5,8,0,11,[1946 - 1960],0
11064000303,0,4,2,4,5,0,6,[1946 - 1960],0
11064000304,1,2,0,2,8,0,9,[1946 - 1960],0
11064000305,0,0,0,1,5,1,3,[1946 - 1960],0
11064000306,0,0,0,0,0,0,0,[- 1945],0
11064000307,0,0,0,0,0,0,0,[- 1945],0
11064000308,0,28,21,29,57,3,185,[1961 - 1995],1
11064000401,1,2,5,3,3,0,13,[1946 - 1960],0
11064000402,0,7,5,9,7,0,10,[1946 - 1960],0
11064000403,0,5,5,10,4,1,11,[1946 - 1960],0
11064000404,0,11,5,8,10,1,18,[1946 - 1960],0
11064000405,0,5,2,6,10,0,11,[1946 - 1960],0
11064000406,0,0,0,0,0,0,0,[- 1945],0
11064000407,0,4,2,2,5,1,9,[1946 - 1960],0
11064000408,0,1,2,1,5,1,4,[1946 - 1960],0
11064000409,2,8,4,4,5,0,8,[1996 - ],1
11064000410,2,16,4,7,14,0,21,[1996 - ],1
11064000411,3,12,2,17,17,2,9,[1961 - 1995],1
11064000412,1,21,27,28,53,2,184,[1996 - ],1
11064000501,1,15,2,6,5,0,3,[1946 - 1960],0
11064000502,1,18,12,14,32,3,94,[1961 - 1995],1
11064000503,2,18,12,33,39,1,178,[1961 - 1995],1
11064000601,0,0,0,0,0,0,0,[- 1945],0
11064000602,0,2,2,3,4,0,16,[1996 - ],1
11064000603,0,3,0,2,5,1,3,[1961 - 1995],1
11064000604,1,1,1,1,5,0,4,[1961 - 1995],1
11064000605,1,11,2,5,13,0,18,[1961 - 1995],1
11064000606,0,5,4,16,30,3,52,[1961 - 1995],1
11064000607,1,5,1,4,12,0,29,[1996 - ],1
11064000608,0,2,3,3,3,0,14,[1961 - 1995],1
11064000609,1,4,8,8,18,0,50,[1961 - 1995],1
11064000610,0,1,3,4,3,0,13,[1961 - 1995],1
11064000611,0,3,2,8,17,2,58,[1961 - 1995],1
11064000612,1,1,3,4,3,0,32,[1961 - 1995],1
11064000701,3,11,13,22,26,1,123,[1961 - 1995],1
11064000702,1,4,0,2,3,0,2,[1946 - 1960],0
11064000703,0,9,4,16,14,0,40,[1961 - 1995],1
11064000801,0,0,0,0,0,0,0,[- 1945],0
11064000802,2,12,11,7,20,2,152,[1996 - ],1
11064000803,0,6,16,15,17,2,101,[1996 - ],1
11064000804,1,18,13,18,32,0,101,[1961 - 1995],1
11064000805,1,2,2,8,8,0,40,[1996 - ],1
11064000901,0,9,4,6,10,2,27,[1961 - 1995],1
11064000902,1,9,8,12,18,0,38,[1961 - 1995],1
11064000903,0,4,4,5,10,1,41,[1961 - 1995],1
11064000904,0,1,3,4,16,0,38,[1996 - ],1
11064000905,2,15,10,16,9,1,39,[1961 - 1995],1
11064000906,0,4,7,9,8,0,34,[1961 - 1995],1
11064000907,0,0,0,0,0,0,0,[- 1945],0
11064000908,0,6,2,5,15,0,23,[1961 - 1995],1
11064000909,0,3,9,8,9,1,25,[1961 - 1995],1
11064000910,0,5,2,6,10,0,30,[1961 - 1995],1
11064001001,0,5,9,8,22,1,37,[1961 - 1995],1
11064001002,0,22,8,29,37,1,99,[1961 - 1995],1
11064001003,0,6,3,7,8,0,64,[1996 - ],1
11064001004,0,6,9,12,22,0,29,[1961 - 1995],1
11064001005,0,9,2,7,13,1,42,[1961 - 1995],1
11064001006,0,7,1,4,13,0,42,[1996 - ],1
11064001007,0,6,5,6,17,2,19,[1961 - 1995],1
11064001101,0,5,2,5,7,0,14,[1961 - 1995],1
11064001102,0,3,0,2,8,0,12,[1961 - 1995],1
11064001103,0,7,3,10,9,0,38,[1961 - 1995],1
11064001104,1,6,7,5,23,0,26,[1961 - 1995],1
11064001105,0,3,0,2,2,1,24,[1961 - 1995],1
11064001106,0,5,3,7,12,1,33,[1961 - 1995],1
11064001107,1,5,7,10,13,1,30,[1946 - 1960],0
11064001108,0,0,1,1,4,1,13,[1961 - 1995],1
11064001109,0,1,3,1,3,0,8,[1961 - 1995],1
11064001110,1,6,0,1,5,0,18,[1961 - 1995],1
11064001111,0,7,4,6,16,0,48,[1946 - 1960],0
11064001112,0,4,2,1,5,1,17,[1946 - 1960],0
11064001113,0,2,2,1,2,0,12,[1946 - 1960],0
11064001114,0,1,0,4,3,1,9,[1946 - 1960],0
11064001115,0,2,0,0,4,0,3,[1961 - 1995],1
11064001116,0,2,2,1,2,0,8,[1946 - 1960],0
11064001201,3,24,8,32,17,3,39,[1961 - 1995],1
11064001202,4,33,10,13,14,1,37,[1961 - 1995],1
11064001203,1,28,12,31,46,3,68,[1961 - 1995],1
11064001204,0,23,8,22,36,2,78,[1961 - 1995],1
11064001301,0,10,3,7,7,2,27,[1961 - 1995],1
11064001302,0,5,5,7,13,0,46,[1961 - 1995],1
11064001303,1,7,5,9,16,1,31,[1961 - 1995],1
11064001304,0,7,6,9,11,2,42,[1961 - 1995],1
11064001305,0,14,2,8,15,0,37,[1961 - 1995],1
11064001306,0,0,0,1,1,0,3,[1961 - 1995],1
11064001307,1,7,8,16,14,3,27,[1961 - 1995],1
11064001308,0,0,0,0,0,0,0,[- 1945],0
11064001309,0,6,16,9,13,0,60,[1961 - 1995],1
11064001310,0,6,5,3,8,2,18,[1961 - 1995],1
11064100101,0,2,2,3,20,2,73,[1996 - ],1
11064100102,0,5,4,11,7,0,15,[1946 - 1960],0
11064100103,0,4,4,8,20,6,104,[1996 - ],1
11064100104,1,11,7,7,13,2,17,[1946 - 1960],0
11064100105,2,30,10,28,32,6,35,[1961 - 1995],1
11064100201,8,100,37,71,75,5,63,[1961 - 1995],1
11064100301,16,123,53,84,91,6,127,[1961 - 1995],1
11064100401,10,62,18,50,71,1,119,[- 1945],0
11064100501,0,0,0,0,0,0,0,[- 1945],0
11064100502,0,0,0,0,0,0,0,[- 1945],0
11064100503,13,94,43,36,24,0,6,[1961 - 1995],1
11064100504,35,191,93,78,34,1,3,[1996 - ],1
11064100601,13,85,40,60,70,2,82,[- 1945],0
11064100602,8,51,20,27,25,0,16,[- 1945],0
11064100701,7,48,21,32,43,2,24,[1946 - 1960],0
11064100702,4,47,16,45,44,0,30,[- 1945],0
11064100801,6,82,45,73,89,3,124,[- 1945],0
11064100802,0,18,4,11,11,2,11,[1961 - 1995],1
11064100901,6,68,22,31,41,1,34,[- 1945],0
11064100902,6,64,33,49,53,4,38,[- 1945],0
11064101001,1,7,4,9,6,1,2,[1961 - 1995],1
11064101002,6,55,21,29,31,3,36,[1946 - 1960],0
11064101101,4,62,22,48,44,2,69,[- 1945],0
11064101201,17,142,71,91,97,9,119,[- 1945],0
11064101301,8,47,18,30,30,1,21,[1961 - 1995],1
11064101302,3,56,30,30,36,3,26,[1946 - 1960],0
11064101303,3,21,8,16,6,0,5,[1946 - 1960],0
11064101401,21,122,54,85,89,10,72,[1946 - 1960],0
11064101501,5,39,31,33,24,3,8,[- 1945],0
11064101502,4,44,16,26,30,6,21,[- 1945],0
11064101503,1,15,3,6,9,1,9,[- 1945],0
11064101504,4,16,15,21,27,0,42,[1961 - 1995],1
11064101601,18,180,68,151,143,5,201,[1946 - 1960],0
11064101701,7,73,29,47,48,8,63,[1946 - 1960],0
11064101801,6,67,39,40,61,3,57,[1946 - 1960],0
11064101802,2,36,6,24,20,5,19,[1946 - 1960],0
11064101901,13,36,21,22,12,1,2,[1961 - 1995],1
11064101902,24,99,29,40,20,0,3,[1961 - 1995],1
11064101903,18,103,32,40,23,0,9,[1961 - 1995],1
11064102001,14,120,46,79,92,4,87,[1946 - 1960],0
11064102101,34,200,99,119,87,5,36,[- 1945],0
11064102201,7,105,21,62,56,2,78,[1946 - 1960],0
11064102301,3,87,36,51,59,5,72,[- 1945],0
11064102401,6,80,23,41,61,8,64,[- 1945],0
11064102501,20,155,48,93,103,9,135,[- 1945],0
11064102601,13,100,33,59,68,1,92,[1961 - 1995],1
11064102701,23,104,60,97,107,6,164,[- 1945],0
11064102801,2,2,0,0,0,0,1,[- 1945],0
11064102802,0,0,0,0,0,0,0,[- 1945],0
11064102803,2,49,24,62,59,5,71,[1961 - 1995],1
11064102804,0,21,14,22,15,0,14,[1961 - 1995],1
11064102805,6,34,6,10,15,1,25,[1961 - 1995],1
11064102901,15,150,54,91,67,3,24,[1961 - 1995],1
11064102902,19,90,35,42,19,0,2,[1996 - ],1
11064102903,6,26,10,11,11,0,10,[- 1945],0
11064103001,5,34,17,56,73,6,115,[1961 - 1995],1
11064103002,0,9,12,8,11,1,17,[- 1945],0
11064103003,5,27,11,11,10,0,3,[- 1945],0
11064200101,3,20,5,8,3,0,2,[1961 - 1995],1
11064200102,1,17,8,11,9,1,3,[1961 - 1995],1
11064200103,0,2,2,1,0,0,0,[1961 - 1995],1
11064200104,0,7,2,3,1,0,1,[1961 - 1995],1
11064200105,1,15,1,2,5,0,2,[1961 - 1995],1
11064200106,1,2,0,0,0,0,1,[1961 - 1995],1
11064200107,1,11,3,2,2,0,1,[1961 - 1995],1
11064200108,2,14,8,6,5,0,5,[1961 - 1995],1
11064200109,5,39,19,14,13,0,4,[1961 - 1995],1
11064200201,0,0,0,0,0,0,0,[1961 - 1995],1
11064200202,8,67,26,47,47,1,71,[1946 - 1960],0
11064200203,2,31,11,22,30,4,67,[1946 - 1960],0
11064200301,1,11,6,9,2,2,2,[1961 - 1995],1
11064200302,0,0,0,0,0,0,0,[1961 - 1995],1
11064200303,0,8,2,6,2,1,1,[1961 - 1995],1
11064200304,2,24,6,18,9,0,2,[1961 - 1995],1
11064200305,0,17,7,9,9,1,5,[1961 - 1995],1
11064200306,0,4,0,1,1,0,0,[1961 - 1995],1
11064200307,1,11,5,1,0,0,1,[1961 - 1995],1
11064200308,2,39,16,28,25,3,11,[1961 - 1995],1
11064200309,1,28,13,26,20,3,34,[1961 - 1995],1
11064200310,0,25,17,25,25,2,116,[1961 - 1995],1
11064200401,2,12,3,3,7,0,12,[1946 - 1960],0
11064200402,10,51,6,14,23,3,37,[1946 - 1960],0
11064200403,0,4,3,9,8,0,18,[1961 - 1995],1
11064200404,0,6,15,16,21,2,43,[1946 - 1960],0
11064200405,0,28,5,8,9,0,27,[1946 - 1960],0
11064200406,0,18,6,9,18,0,40,[1946 - 1960],0
11064200407,1,10,3,1,0,0,7,[1946 - 1960],0
11064200501,0,2,0,1,0,0,0,[1961 - 1995],1
11064200502,6,50,20,56,59,1,153,[1961 - 1995],1
11064200503,1,12,5,10,17,2,49,[1961 - 1995],1
11064200601,0,12,7,190,76,0,0,[- 1945],0
11064200602,2,24,17,26,49,0,94,[1961 - 1995],1
11064200603,1,35,18,33,46,1,72,[1946 - 1960],0
11064200604,0,0,0,0,0,0,0,[- 1945],0
11064200701,7,71,50,68,81,3,220,[1961 - 1995],1
11064200801,1,58,25,61,72,6,161,[1946 - 1960],0
11064200802,0,15,8,14,21,0,59,[1946 - 1960],0
11064200901,3,45,16,28,25,2,79,[1946 - 1960],0
11064200902,1,25,11,21,24,2,18,[1946 - 1960],0
11064200903,4,22,1,8,15,2,27,[1946 - 1960],0
11064200904,6,28,17,10,23,0,12,[1946 - 1960],0
11064201001,0,21,9,20,20,2,60,[1946 - 1960],0
11064201002,5,61,25,48,55,2,81,[1961 - 1995],1
11064201003,3,12,8,16,18,0,42,[1946 - 1960],0
11064201101,18,17,3,11,3,0,13,[1961 - 1995],1
11064201102,0,1,2,6,4,0,7,[1961 - 1995],1
11064201103,6,34,4,15,21,2,38,[1961 - 1995],1
11064201104,6,7,2,7,6,0,18,[1946 - 1960],0
11064201105,6,30,27,46,53,3,133,[1946 - 1960],0
11064201201,1,28,10,16,24,0,68,[1946 - 1960],0
11064201202,4,28,16,24,42,1,53,[1946 - 1960],0
11064201203,1,29,8,19,20,1,61,[1946 - 1960],0
11064201301,2,34,17,32,49,2,122,[1946 - 1960],0
11064201302,0,4,2,7,8,1,20,[1961 - 1995],1
11064201303,3,32,15,18,48,4,56,[- 1945],0
11064201304,0,5,2,9,13,0,22,[1946 - 1960],0
11064201401,0,21,10,17,33,1,72,[1946 - 1960],0
11064201402,2,50,30,74,74,0,143,[1946 - 1960],0
11064201501,4,54,23,53,70,2,105,[1946 - 1960],0
11064201502,1,39,16,25,37,3,46,[1946 - 1960],0
11064201601,0,25,14,24,30,1,69,[1946 - 1960],0
11064201602,1,34,8,19,33,2,54,[1946 - 1960],0
11064201603,3,25,12,18,13,0,60,[1946 - 1960],0
11064201701,1,20,5,23,24,2,57,[1946 - 1960],0
11064201702,0,3,8,13,14,0,58,[1946 - 1960],0
11064201703,1,9,2,8,13,0,42,[1946 - 1960],0
11064201704,4,31,16,32,49,0,86,[1946 - 1960],0
11064201801,1,34,16,26,27,2,41,[- 1945],0
11064201802,0,0,0,0,0,0,0,[- 1945],0
11064201803,0,22,6,20,32,2,84,[1946 - 1960],0
11064201901,0,3,0,1,3,0,18,[1946 - 1960],0
11064201902,0,6,4,7,15,0,29,[1946 - 1960],0
11064201903,0,19,10,16,20,0,53,[1946 - 1960],0
11064201904,0,2,2,1,0,1,2,[1946 - 1960],0
11064201905,0,6,7,12,27,2,115,[1996 - ],1
11064201906,0,7,2,3,12,2,14,[1946 - 1960],0
11064202001,0,19,8,20,23,2,44,[1946 - 1960],0
11064202002,3,34,22,36,58,5,132,[1946 - 1960],0
11064202101,6,40,27,62,82,6,211,[1961 - 1995],1
11064202201,1,46,36,65,100,6,252,[1946 - 1960],0
11064300101,2,34,10,26,40,1,74,[1946 - 1960],0
11064300102,1,25,12,19,31,0,75,[1961 - 1995],1
11064300201,4,61,34,60,78,4,136,[1946 - 1960],0
11064300301,4,83,66,112,132,7,240,[1946 - 1960],0
11064300401,4,43,15,44,49,1,87,[1946 - 1960],0
11064300402,2,29,8,21,30,2,83,[1946 - 1960],0
11064300501,0,8,5,6,14,1,33,[1946 - 1960],0
11064300502,4,38,15,25,40,2,106,[1961 - 1995],1
11064300601,2,20,9,18,39,3,81,[1946 - 1960],0
11064300602,3,26,10,31,55,1,115,[1961 - 1995],1
11064300701,1,41,12,42,48,4,89,[- 1945],0
11064300702,6,24,16,24,46,0,110,[1961 - 1995],1
11064300801,1,49,39,78,113,5,252,[1946 - 1960],0
11064300901,1,23,11,30,22,3,87,[1946 - 1960],0
11064300902,2,40,15,29,38,5,100,[1946 - 1960],0
11064301001,3,32,14,44,50,4,150,[1961 - 1995],1
11064301101,4,54,26,60,88,5,239,[1961 - 1995],1
11064301201,1,30,24,32,45,2,104,[1946 - 1960],0
11064301202,2,32,14,35,35,3,109,[1946 - 1960],0
11064301301,3,40,28,55,82,1,177,[1961 - 1995],1
11064301401,0,43,26,50,84,4,185,[- 1945],0
11064301402,0,0,0,0,0,0,2,[- 1945],0
11064301403,0,1,3,3,3,0,18,[- 1945],0
11064301501,0,0,0,0,0,0,0,[- 1945],0
11064301502,0,3,0,1,5,0,3,[- 1945],0
11064301503,0,0,0,3,2,0,3,[- 1945],0
11064301504,0,6,0,3,3,0,17,[- 1945],0
11064301505,0,0,1,2,0,0,4,[- 1945],0
11064301506,0,1,4,3,5,2,24,[- 1945],0
11064301507,0,2,5,2,7,0,12,[- 1945],0
11064301508,0,1,5,1,2,1,10,[- 1945],0
11064301509,0,0,1,4,4,0,11,[- 1945],0
11064301510,0,1,0,1,2,0,7,[- 1945],0
11064301511,0,5,2,2,5,0,9,[- 1945],0
11064301512,0,14,13,14,38,2,88,[- 1945],0
11064301513,0,6,0,6,6,0,22,[- 1945],0
11064301514,0,1,1,2,4,0,12,[- 1945],0
11064301515,0,3,2,3,4,0,23,[- 1945],0
11064301601,0,5,3,9,6,0,15,[- 1945],0
11064301602,0,4,2,3,2,0,2,[- 1945],0
11064301603,1,8,4,2,6,0,29,[- 1945],0
11064301604,0,0,0,0,0,0,0,[- 1945],0
11064301605,0,2,0,2,3,0,8,[- 1945],0
11064301606,0,2,4,4,2,0,5,[- 1945],0
11064301607,0,2,1,5,4,1,16,[- 1945],0
11064301608,0,1,0,2,2,0,1,[- 1945],0
11064301609,0,0,1,0,7,0,4,[- 1945],0
11064301610,0,1,0,0,4,1,7,[- 1945],0
11064301611,0,0,0,2,2,0,3,[- 1945],0
11064301612,0,0,0,0,1,0,1,[- 1945],0
11064301613,0,0,0,0,0,0,0,[- 1945],0
11064301614,0,1,0,2,1,0,1,[- 1945],0
11064301615,1,1,0,2,0,0,7,[- 1945],0
11064301616,0,0,0,2,4,0,2,[- 1945],0
11064301617,1,6,4,6,4,1,16,[- 1945],0
11064301618,0,3,1,1,8,0,8,[- 1945],0
11064301619,1,7,4,10,5,1,33,[- 1945],0
11064301620,0,0,0,0,0,0,4,[1996 - ],1
11064301621,0,0,0,0,0,0,0,[- 1945],0
11064301622,0,1,1,0,5,0,10,[- 1945],0
11064301623,0,0,0,2,3,0,3,[- 1945],0
11064301624,0,0,1,1,5,1,8,[- 1945],0
11064301625,1,7,1,0,0,0,2,[- 1945],0
11064301626,0,1,2,3,1,1,16,[- 1945],0
11064301627,0,2,0,0,1,0,6,[- 1945],0
11064301628,0,1,1,2,3,0,8,[- 1945],0
11064301629,0,1,1,5,5,0,5,[- 1945],0
11064301701,5,94,45,83,140,6,341,[1946 - 1960],0
11064301801,2,33,29,52,75,4,187,[1946 - 1960],0
11064301901,4,42,41,73,90,1,183,[1961 - 1995],1
11064301902,0,0,0,0,0,0,0,[- 1945],0
11064301903,0,0,0,4,6,0,8,[1961 - 1995],1
11064301904,0,0,0,0,0,0,0,[- 1945],0
11064301905,0,0,0,0,0,0,0,[- 1945],0
11064302001,1,26,17,45,45,1,114,[1946 - 1960],0
11064302002,2,11,10,21,42,1,97,[1946 - 1960],0
11064400101,0,0,0,0,0,0,0,[- 1945],0
11064400102,7,47,18,29,42,4,81,[- 1945],0
11064400103,2,35,23,43,45,4,90,[- 1945],0
11064400201,0,0,0,0,0,0,0,[- 1945],0
11064400202,5,46,11,17,20,1,49,[- 1945],0
11064400203,1,40,24,63,63,1,124,[1946 - 1960],0
11064400204,2,12,13,26,37,4,55,[- 1945],0
11064400301,9,50,33,35,46,6,105,[1946 - 1960],0
11064400302,8,41,16,33,43,5,52,[1946 - 1960],0
11064400401,5,53,22,41,79,1,173,[- 1945],0
11064400501,14,100,43,61,97,3,101,[- 1945],0
11064400502,6,26,6,37,40,3,60,[- 1945],0
11064400601,0,0,0,0,0,0,0,[- 1945],0
11064400602,6,42,20,41,41,0,46,[1961 - 1995],1
11064400603,4,55,23,37,57,3,69,[1961 - 1995],1
11064400701,6,52,22,49,81,2,197,[1961 - 1995],1
11064400801,4,16,10,16,35,0,115,[1946 - 1960],0
11064400802,0,10,4,7,12,0,28,[1946 - 1960],0
11064400803,1,7,8,17,12,1,57,[1961 - 1995],1
11064400901,2,31,10,13,25,3,38,[1946 - 1960],0
11064400902,10,58,43,59,57,7,101,[- 1945],0
11064401001,5,40,17,39,25,4,36,[- 1945],0
11064401002,3,34,10,21,33,0,44,[- 1945],0
11064401101,2,36,22,35,49,3,54,[1946 - 1960],0
11064401102,4,44,13,31,32,4,53,[- 1945],0
11064401201,8,42,16,34,36,1,48,[- 1945],0
11064401202,1,17,7,13,3,2,8,[- 1945],0
11064401203,6,37,19,28,44,0,61,[- 1945],0
11064401301,0,4,4,2,2,1,21,[- 1945],0
11064401302,1,38,5,13,14,0,51,[1961 - 1995],1
11064401401,7,42,19,25,36,2,137,[1946 - 1960],0
11064401501,4,15,8,22,17,0,25,[- 1945],0
11064401502,12,54,39,45,66,5,90,[1946 - 1960],0
11064401601,9,35,14,15,17,4,32,[- 1945],0
11064401602,28,78,39,72,68,1,93,[- 1945],0
11064401701,5,26,21,27,43,3,78,[1946 - 1960],0
11064401702,4,67,31,33,38,2,81,[- 1945],0
11064401801,8,39,17,37,36,3,34,[- 1945],0
11064401802,8,52,24,46,48,4,47,[- 1945],0
11064401901,27,88,49,98,93,8,97,[1946 - 1960],0
11064402001,6,78,33,45,84,8,151,[- 1945],0
11064402101,12,41,23,27,39,1,74,[- 1945],0
11064402102,8,40,18,33,55,1,60,[- 1945],0
11064402201,8,69,31,67,82,1,123,[1946 - 1960],0
11064402301,0,10,11,18,22,1,115,[1996 - ],1
11064402401,2,26,16,22,31,0,82,[- 1945],0
11064402402,2,23,14,19,40,5,63,[- 1945],0
11064402501,1,19,7,15,18,1,31,[1946 - 1960],0
11064402502,7,73,29,57,76,9,146,[- 1945],0
11064402601,10,154,80,114,159,7,283,[- 1945],0
11064402701,3,66,26,59,75,3,75,[- 1945],0
11064402702,0,0,0,0,0,0,0,[- 1945],0
11064402703,5,41,24,42,72,9,79,[- 1945],0
11064402801,5,92,30,48,68,3,53,[1946 - 1960],0
11064402802,7,57,12,39,39,3,61,[- 1945],0
11064402901,2,9,2,9,7,1,9,[- 1945],0
11064402902,0,6,2,7,13,1,50,[1961 - 1995],1
11064402903,0,0,0,0,0,0,0,[1961 - 1995],1
11064403001,4,95,39,77,75,4,194,[- 1945],0
11064403101,1,25,18,14,27,2,71,[- 1945],0
11064403102,6,35,11,27,28,5,92,[- 1945],0
11064403103,6,39,16,42,34,2,67,[- 1945],0
11064403201,7,45,31,46,68,4,170,[- 1945],0
11064403301,3,15,9,13,12,1,42,[1961 - 1995],1
11064403302,1,28,15,29,37,2,103,[1961 - 1995],1
11064403401,3,39,21,41,73,4,125,[- 1945],0
11064403402,7,32,13,18,16,0,28,[- 1945],0
11064403501,7,73,32,64,61,1,94,[- 1945],0
11064403502,4,10,8,12,15,1,24,[- 1945],0
11064403601,6,31,15,26,44,2,77,[- 1945],0
11064403602,2,22,7,14,22,0,36,[- 1945],0
11064403701,12,30,40,37,47,5,43,[- 1945],0
11064403702,3,58,8,31,27,7,62,[- 1945],0
11064403703,5,13,3,4,12,1,24,[1961 - 1995],1
11064403801,3,49,21,42,73,4,135,[1961 - 1995],1
11064403901,9,37,29,47,37,5,66,[- 1945],0
11064403902,1,11,4,24,21,3,38,[- 1945],0
11064403903,9,25,20,27,32,3,57,[- 1945],0
11064500101,0,0,0,0,0,0,0,[- 1945],0
11064500102,0,10,2,5,2,0,7,[- 1945],0
11064500103,3,10,1,3,5,1,14,[- 1945],0
11064500104,3,26,11,16,9,2,23,[- 1945],0
11064500105,4,41,12,13,12,2,30,[- 1945],0
11064500201,1,19,4,13,8,1,11,[- 1945],0
11064500202,4,30,12,10,16,1,13,[1961 - 1995],1
11064500203,7,47,14,41,23,1,20,[1946 - 1960],0
11064500301,6,29,14,19,18,0,34,[1961 - 1995],1
11064500302,3,16,7,12,9,0,33,[- 1945],0
11064500303,0,0,0,0,1,0,1,[- 1945],0
11064500401,5,51,14,26,54,3,56,[1961 - 1995],1
11064500402,5,27,13,24,29,3,30,[1946 - 1960],0
11064500403,6,14,5,13,5,0,7,[1946 - 1960],0
11064500501,2,18,12,16,20,2,25,[- 1945],0
11064500502,1,13,6,1,6,0,9,[- 1945],0
11064500503,1,4,1,1,4,0,1,[1946 - 1960],0
11064500504,0,11,6,7,14,3,24,[- 1945],0
11064500505,5,14,13,11,7,1,25,[1961 - 1995],1
11064500506,0,0,0,0,0,0,0,[- 1945],0
11064500601,1,7,2,3,5,0,19,[- 1945],0
11064500602,0,2,1,4,1,0,3,[- 1945],0
11064500603,9,33,13,15,13,2,29,[- 1945],0
11064500701,3,21,14,9,12,3,12,[- 1945],0
11064500702,1,9,7,10,17,3,25,[- 1945],0
11064500703,11,33,14,24,24,3,46,[- 1945],0
11064500801,0,0,0,0,0,0,0,[- 1945],0
11064500802,0,0,2,3,0,0,0,[- 1945],0
11064500803,0,0,1,2,3,0,2,[- 1945],0
11064500804,4,48,9,18,34,4,32,[- 1945],0
11064500805,4,9,3,6,6,2,6,[- 1945],0
11064500901,13,71,23,52,63,7,120,[- 1945],0
11064600101,5,62,46,40,69,7,185,[1946 - 1960],0
11064600201,2,24,19,27,45,9,139,[- 1945],0
11064600202,2,30,12,21,32,0,71,[- 1945],0
11064600301,4,53,37,67,99,4,308,[1946 - 1960],0
11064600401,14,74,20,30,67,4,146,[- 1945],0
11064600402,0,4,3,7,12,0,34,[1961 - 1995],1
11064600403,0,1,2,7,13,1,20,[1961 - 1995],1
11064600501,0,5,4,7,7,1,32,[- 1945],0
11064600502,1,10,5,11,18,0,37,[- 1945],0
11064600503,0,1,2,2,6,2,19,[- 1945],0
11064600504,0,0,0,0,0,0,0,[- 1945],0
11064600505,2,13,2,6,13,1,23,[- 1945],0
11064600506,0,0,0,0,2,0,0,[1996 - ],1
11064600507,3,21,4,18,26,1,63,[- 1945],0
11064600508,1,8,1,6,2,0,11,[- 1945],0
11064600601,0,3,1,1,5,0,5,[1961 - 1995],1
11064600602,1,8,5,12,15,1,38,[1961 - 1995],1
11064600603,5,25,6,19,18,1,42,[- 1945],0
11064600604,0,3,0,0,2,0,10,[1996 - ],1
11064600701,4,12,5,8,13,1,46,[- 1945],0
11064600702,2,17,16,34,30,5,108,[- 1945],0
11064600703,0,10,11,17,20,0,19,[1961 - 1995],1
11064600704,2,26,5,14,19,0,19,[- 1945],0
11064600801,1,6,1,8,7,0,8,[1946 - 1960],0
11064600802,3,37,18,28,38,2,95,[- 1945],0
11064600803,0,7,4,4,14,0,27,[1946 - 1960],0
11064600901,3,30,16,21,25,4,69,[- 1945],0
11064600902,3,13,5,10,11,1,42,[1946 - 1960],0
11064600903,3,38,19,25,28,8,126,[- 1945],0
11064601001,0,0,1,0,0,0,0,[- 1945],0
11064601002,0,6,0,3,9,1,5,[- 1945],0
11064601003,2,12,2,4,15,0,35,[- 1945],0
11064601004,2,15,0,8,11,0,20,[- 1945],0
11064601005,0,5,2,9,13,1,38,[- 1945],0
11064601006,0,3,0,0,3,0,6,[- 1945],0
11064601007,2,9,2,7,15,0,41,[- 1945],0
11064601008,0,2,1,0,1,0,3,[1946 - 1960],0
11064601101,5,41,22,36,68,4,166,[- 1945],0
11064601201,0,18,5,9,22,0,30,[1946 - 1960],0
11064601202,5,35,7,23,18,3,49,[- 1945],0
11064601203,1,11,4,7,12,1,33,[- 1945],0
11064601204,4,23,5,13,18,2,24,[- 1945],0
11064700101,1,0,0,1,1,0,0,[- 1945],0
11064700102,4,24,4,11,4,0,14,[- 1945],0
11064700103,8,31,9,21,7,0,6,[- 1945],0
11064700104,5,28,4,7,4,2,8,[- 1945],0
11064700105,2,42,13,17,18,2,23,[- 1945],0
11064700106,8,15,2,4,5,0,4,[- 1945],0
11064700201,11,53,11,14,10,0,17,[- 1945],0
11064700202,6,32,3,4,9,1,10,[- 1945],0
11064700203,10,29,7,21,13,0,20,[- 1945],0
11064700204,1,8,5,8,0,3,2,[- 1945],0
11064700205,0,0,0,0,0,0,0,[- 1945],0
11064700301,8,26,11,14,7,0,9,[- 1945],0
11064700302,0,8,1,7,1,0,0,[- 1945],0
11064700303,16,53,16,23,15,0,19,[- 1945],0
11064700304,5,5,0,4,0,0,2,[- 1945],0
11064700305,6,14,3,2,3,0,1,[- 1945],0
11064700306,2,38,11,8,14,0,18,[- 1945],0
11064700401,3,5,6,1,4,0,1,[- 1945],0
11064700402,4,9,1,4,0,0,7,[- 1945],0
